290	373	166	92	245	511	208	213	356	410	258	337	432	318	276	367	360	448	467	129	549	392	347	429	367	521	617	240	0	148	462	210	567	660	363	373	535	752	757	658	240	210	398	412
244	329	208	205	162	376	228	133	242	331	273	250	407	241	259	236	301	300	323	254	568	298	198	323	238	437	548	91	148	0	317	287	443	526	430	395	516	634	646	544	207	83	293	286
442	368	500	521	277	102	428	358	308	291	529	377	447	279	389	248	326	118	175	570	648	380	144	207	135	326	440	226	462	317	0	524	195	230	619	525	533	374	408	310	351	295	350	275
495	265	375	287	248	533	99	402	530	343	468	527	287	275	170	522	278	555	593	300	351	580	457	403	395	442	507	352	210	287	524	0	557	667	153	185	371	715	703	618	181	371	579	573
620	322	647	644	330	93	458	522	499	228	694	564	374	281	391	440	290	313	369	691	564	572	324	154	204	191	279	367	567	443	195	557	0	114	605	490	427	192	216	114	377	451	544	470
673	436	722	731	432	149	567	586	536	343	758	606	487	391	503	475	404	331	378	779	673	604	375	265	293	297	366	442	660	526	230	667	114	0	719	604	534	162	212	147	486	519	573	494
647	283	528	438	349	604	207	552	673	376	621	676	257	343	229	659	315	671	715	445	228	727	578	456	484	451	479	481	363	430	619	153	605	719	0	123	299	734	710	640	270	514	724	710
633	168	537	460	275	498	171	527	629	261	627	645	134	246	147	604	205	592	641	480	176	691	508	346	390	328	358	425	373	395	525	185	490	604	123	0	191	612	586	519	199	475	683	656
760	191	692	627	361	471	328	648	720	243	776	753	109	294	263	682	229	628	685	654	143	791	567	326	415	237	204	514	535	516	533	371	427	534	299	191	0	494	455	414	311	584	776	731
810	457	839	832	509	276	621	714	683	372	886	750	481	448	545	623	437	485	535	878	637	754	512	324	395	283	295	560	752	634	374	715	192	162	734	612	494	0	60	97	544	643	724	647
835	440	854	840	511	307	611	735	715	361	906	780	453	445	533	655	425	523	576	885	597	788	540	327	411	262	252	578	757	646	408	703	216	212	710	586	455	60	0	103	538	663	759	683
732	361	751	740	414	207	523	631	614	275	803	678	390	351	448	555	340	426	481	785	557	687	438	229	308	190	227	474	658	544	310	618	114	147	640	519	414	97	103	0	446	559	659	585
451	132	385	333	78	352	81	340	430	177	466	452	202	96	53	404	121	400	446	369	364	495	311	224	218	287	377	225	240	207	351	181	377	486	270	199	311	544	538	446	0	281	485	456
183	394	205	239	223	372	311	73	159	381	243	170	475	297	335	157	361	248	259	288	645	216	155	354	252	479	594	86	210	83	295	371	451	519	514	475	584	643	663	559	281	0	210	205
161	584	307	389	418	452	521	184	55	550	272	73	669	481	539	105	547	242	203	429	849	32	228	498	388	631	751	263	398	293	350	579	544	573	724	683	776	724	759	659	485	210	0	81
224	542	351	420	383	377	503	208	67	498	333	136	627	438	509	51	502	162	122	465	816	113	167	438	328	570	690	231	412	286	275	573	470	494	710	656	731	647	683	585	456	205	81	0
